slang,normalized,meaning,category,language,example
drip era highkey,performed well,Variant phrase based on 'ate',gen_z,english,This feels drip era highkey today.
drip mode legit,lie,Variant phrase based on 'cap',gen_z,english,"Honestly, drip mode legit."
mid phase fr,show off,Display status or success,gen_z,english,We went mid phase fr on that one.
glow up era legit,delusional,Variant phrase based on 'delulu',gen_z,english,"No stress, it's glow up era legit."
glow up era rn,suspicious,Questionable behavior,gen_z,english,"Honestly, glow up era rn."
goated mode tbh,lie,False statement,gen_z,english,"No stress, it's goated mode tbh."
main character mode tbh,suspicious,Variant phrase based on 'sus',gen_z,english,That was main character mode tbh.
bet arc lowkey,greatest of all time,Variant phrase based on 'goated',gen_z,english,This feels bet arc lowkey today.
goated phase tbh,strongly,Variant phrase based on 'highkey',gen_z,english,"No stress, it's goated phase tbh."
glow up moment no cap,strongly,Variant phrase based on 'highkey',gen_z,english,That was glow up moment no cap.
bet era af,dominant person,Variant phrase based on 'alpha',gen_z,english,That was bet era af.
bussin era no cap,perform well,Variant phrase based on 'cook',gen_z,english,"Honestly, bussin era no cap."
alpha energy pls,for real,Variant phrase based on 'no cap',gen_z,english,We went alpha energy pls on that one.
mid vibes pls,fashion style,Variant phrase based on 'drip',gen_z,english,"No stress, it's mid vibes pls."
goated era asap,suspicious,Variant phrase based on 'sus',gen_z,english,We went goated era asap on that one.
era moment fr,confident presence,Acting like the protagonist,gen_z,english,This feels era moment fr today.
finna vibes no cap,unoriginal person,Variant phrase based on 'npc',gen_z,english,"Honestly, finna vibes no cap."
core era tbh,dominant person,Variant phrase based on 'alpha',gen_z,english,That was core era tbh.
alpha arc asap,delicious,Variant phrase based on 'bussin',gen_z,english,We went alpha arc asap on that one.
bussin era fr,strongly,Variant phrase based on 'highkey',gen_z,english,"No stress, it's bussin era fr."
core core legit,relatable feeling,Variant phrase based on 'mood',gen_z,english,"Honestly, core core legit."
drip phase asap,confident presence,Variant phrase based on 'main character energy',gen_z,english,"Honestly, drip phase asap."
ate arc no cap,for real,Variant phrase based on 'no cap',gen_z,english,"Honestly, ate arc no cap."
vibe check phase fr,did well,Completed task stylishly,gen_z,english,That was vibe check phase fr.
vibe check arc legit,it resembles,Variant phrase based on 'its giving',gen_z,english,We went vibe check arc legit on that one.
drip vibes highkey,lie,Variant phrase based on 'cap',gen_z,english,This feels drip vibes highkey today.
glow up mode legit,excellent,Variant phrase based on 'slay',gen_z,english,"No stress, it's glow up mode legit."
ate vibes legit,fashion style,Stylish appearance,gen_z,english,"No stress, it's ate vibes legit."
finna core lowkey,delicious,Variant phrase based on 'bussin',gen_z,english,This feels finna core lowkey today.
cap arc asap,performed perfectly,Variant phrase based on 'ate and left no crumbs',gen_z,english,"No stress, it's cap arc asap."
bussin mode fr,did well,Completed task stylishly,gen_z,english,We went bussin mode fr on that one.
glow up mode fr,relatable feeling,Variant phrase based on 'mood',gen_z,english,That was glow up mode fr.
main character moment tbh,lie,Variant phrase based on 'cap',gen_z,english,"No stress, it's main character moment tbh."
drip moment legit,suspicious,Variant phrase based on 'sus',gen_z,english,We went drip moment legit on that one.
bet energy asap,lie,Variant phrase based on 'cap',gen_z,english,This feels bet energy asap today.
ate energy rn,delicious,Variant phrase based on 'bussin',gen_z,english,"Honestly, ate energy rn."
goated era highkey,strongly,Variant phrase based on 'highkey',gen_z,english,We went goated era highkey on that one.
bussin mode af,performed well,Variant phrase based on 'ate',gen_z,english,We went bussin mode af on that one.
slay mode af,go outside,Disconnect from online obsession,gen_z,english,"No stress, it's slay mode af."
mid era legit,perform well,Variant phrase based on 'cook',gen_z,english,"Honestly, mid era legit."
vibe check core no cap,strongly,Variant phrase based on 'highkey',gen_z,english,"Honestly, vibe check core no cap."
main character core asap,go outside,Variant phrase based on 'touch grass',gen_z,english,"No stress, it's main character core asap."
glow up vibes legit,did well,Variant phrase based on 'understood the assignment',gen_z,english,That was glow up vibes legit.
main character core fr,greatest of all time,Variant phrase based on 'goated',gen_z,english,That was main character core fr.
vibe check era no cap,for real,Variant phrase based on 'no cap',gen_z,english,We went vibe check era no cap on that one.
bussin energy legit,greatest of all time,Variant phrase based on 'goated',gen_z,english,This feels bussin energy legit today.
main character vibes asap,for real,Variant phrase based on 'no cap',gen_z,english,"No stress, it's main character vibes asap."
cap core pls,delusional,Variant phrase based on 'delulu',gen_z,english,That was cap core pls.
bussin vibes af,greatest of all time,Variant phrase based on 'goated',gen_z,english,That was bussin vibes af.
goated vibes asap,performed perfectly,Variant phrase based on 'ate and left no crumbs',gen_z,english,"No stress, it's goated vibes asap."
slay mode pls,strongly,Variant phrase based on 'highkey',gen_z,english,That was slay mode pls.
drip moment highkey,slightly,Variant phrase based on 'lowkey',gen_z,english,"No stress, it's drip moment highkey."
goated vibes fr,it resembles,Describing a vibe,gen_z,english,This feels goated vibes fr today.
goated era tbh,suspicious,Variant phrase based on 'sus',gen_z,english,This feels goated era tbh today.
glow up era no cap,delicious,Variant phrase based on 'bussin',gen_z,english,That was glow up era no cap.
main character vibes rn,excellent,Variant phrase based on 'slay',gen_z,english,We went main character vibes rn on that one.
core mode highkey,relatable feeling,Strong emotional relatability,gen_z,english,We went core mode highkey on that one.
era core no cap,performed perfectly,Variant phrase based on 'ate and left no crumbs',gen_z,english,That was era core no cap.
cap phase asap,okay,Variant phrase based on 'bet',gen_z,english,We went cap phase asap on that one.
vibe check core tbh,show off,Variant phrase based on 'flex',gen_z,english,This feels vibe check core tbh today.
cap phase legit,allow him to continue,Variant phrase based on 'let him cook',gen_z,english,"Honestly, cap phase legit."
bussin era asap,it resembles,Variant phrase based on 'its giving',gen_z,english,"No stress, it's bussin era asap."
drip vibes fr,delusional,Variant phrase based on 'delulu',gen_z,english,That was drip vibes fr.
core vibes no cap,for real,Variant phrase based on 'no cap',gen_z,english,"No stress, it's core vibes no cap."
goated era rn,charisma,Variant phrase based on 'rizz',gen_z,english,We went goated era rn on that one.
ate vibes no cap,social mood assessment,Variant phrase based on 'vibe check',gen_z,english,"No stress, it's ate vibes no cap."
alpha arc highkey,confident presence,Variant phrase based on 'main character energy',gen_z,english,That was alpha arc highkey.
bet mode legit,performed well,Variant phrase based on 'ate',gen_z,english,That was bet mode legit.
main character era fr,delusional,Variant phrase based on 'delulu',gen_z,english,That was main character era fr.
cap arc highkey,excellent,Variant phrase based on 'slay',gen_z,english,That was cap arc highkey.
goated mode rn,confident presence,Variant phrase based on 'main character energy',gen_z,english,This feels goated mode rn today.
mid era af,delusional,Unrealistically hopeful,gen_z,english,This feels mid era af today.
slay core af,fashion style,Variant phrase based on 'drip',gen_z,english,"No stress, it's slay core af."
glow up phase no cap,unoriginal person,Variant phrase based on 'npc',gen_z,english,That was glow up phase no cap.
mid arc af,charisma,Variant phrase based on 'rizz',gen_z,english,This feels mid arc af today.
core energy asap,confident presence,Variant phrase based on 'main character energy',gen_z,english,We went core energy asap on that one.
mid vibes lowkey,perform well,Variant phrase based on 'cook',gen_z,english,This feels mid vibes lowkey today.
ate core lowkey,unoriginal person,Variant phrase based on 'npc',gen_z,english,This feels ate core lowkey today.
vibe check phase rn,perform well,Variant phrase based on 'cook',gen_z,english,That was vibe check phase rn.
cap core fr,perform well,Variant phrase based on 'cook',gen_z,english,That was cap core fr.
main character era tbh,performed perfectly,Variant phrase based on 'ate and left no crumbs',gen_z,english,This feels main character era tbh today.
goated moment af,greatest of all time,Variant phrase based on 'goated',gen_z,english,"Honestly, goated moment af."
drip phase no cap,average,Variant phrase based on 'mid',gen_z,english,"No stress, it's drip phase no cap."
mid energy legit,go outside,Variant phrase based on 'touch grass',gen_z,english,This feels mid energy legit today.
glow up core asap,excellent,Variant phrase based on 'slay',gen_z,english,This feels glow up core asap today.
bet moment af,it resembles,Variant phrase based on 'its giving',gen_z,english,That was bet moment af.
bussin mode no cap,go outside,Variant phrase based on 'touch grass',gen_z,english,We went bussin mode no cap on that one.
drip core no cap,average,Something unimpressive,gen_z,english,That was drip core no cap.
era arc fr,delicious,Variant phrase based on 'bussin',gen_z,english,"Honestly, era arc fr."
glow up energy af,for real,Variant phrase based on 'no cap',gen_z,english,This feels glow up energy af today.
alpha vibes fr,allow him to continue,Variant phrase based on 'let him cook',gen_z,english,"Honestly, alpha vibes fr."
cap core asap,relatable feeling,Variant phrase based on 'mood',gen_z,english,We went cap core asap on that one.
finna phase fr,slightly,Variant phrase based on 'lowkey',gen_z,english,"Honestly, finna phase fr."
vibe check moment legit,lie,Variant phrase based on 'cap',gen_z,english,That was vibe check moment legit.
goated phase asap,allow him to continue,Trust the process,gen_z,english,"Honestly, goated phase asap."
main character mode rn,greatest of all time,Variant phrase based on 'goated',gen_z,english,That was main character mode rn.
glow up core tbh,confident presence,Variant phrase based on 'main character energy',gen_z,english,This feels glow up core tbh today.
goated mode no cap,charisma,Variant phrase based on 'rizz',gen_z,english,That was goated mode no cap.
bet energy highkey,for real,Variant phrase based on 'no cap',gen_z,english,"No stress, it's bet energy highkey."
mid moment legit,greatest of all time,Variant phrase based on 'goated',gen_z,english,"No stress, it's mid moment legit."
